MOVIE_NAME,ACTOR
Scott Pilgrim vs. the World,Mary Elizabeth Winstead
Scott Pilgrim vs. the World,Chris Evans
Scott Pilgrim vs. the World,Brandon Routh*
Scott Pilgrim vs. the World,Jason Schwartzman
Scott Pilgrim vs. the World,Anna Kendrick
Scott Pilgrim vs. the World,Aubrey Plaza
Scott Pilgrim vs. the World,Ellen Wong
Charlie St. Cloud,Zac Efron
Charlie St. Cloud,Kim Basinger
Charlie St. Cloud,Amanda Crew
Morning Glory,Harrison Ford
Morning Glory,Jeff Goldblum
Morning Glory,Diane Keaton
Morning Glory,Rachel McAdams
Morning Glory,Patrick Wilson
How Do You Know,Paul Rudd
How Do You Know,Reese Witherspoon
How Do You Know,Jack Nicholson
How Do You Know,Owen Wilson
Daybreakers,Ethan Hawke
Daybreakers,Willem Dafoe
Nanny McPhee Returns,Emma Thompson
Nanny McPhee Returns,Maggie Gyllenhaal
Nanny McPhee Returns,Ralph Fiennes
Nanny McPhee Returns,Maggie Smith
Nanny McPhee Returns,Rhys Ifans
Nanny McPhee Returns,Ewan McGregor
The Switch,Jason Bateman
The Switch,Jennifer Aniston
The Switch,Jeff Goldblum
The Switch,Patrick Wilson
Brooklyn's Finest,Michael K. Williams
Brooklyn's Finest,Don Cheadle
Brooklyn's Finest,Richard Gere
Brooklyn's Finest,Ethan Hawke
Brooklyn's Finest,Wesley Snipes
Machete,Robert DeNiro
Machete,Jessica Alba
Machete,Michelle Rodriguez
Machete,Lindsay Lohan
Ramona and Beezus,Joey King
Ramona and Beezus,Selena Gomez
Ramona and Beezus,John Corbett
Ramona and Beezus,Bridget Moynahan
Ramona and Beezus,Ginnifer Goodwin
Ramona and Beezus,Josh Duhamel
Leap Year,Amy Adams
Leap Year,Matthew Goode
Leap Year,Adam Scott
You Again,Kristen Bell
You Again,Sigourney Weaver
Alpha and Omega,Christina Ricci
Alpha and Omega,Justin Long
Alpha and Omega,Hayden Panettiere
Alpha and Omega,Danny Glover
Piranha 3D,Adam Scott
Piranha 3D,Eli Roth*
Lottery Ticket,Bow Wow
Lottery Ticket,Brandon T. Jackson
Lottery Ticket,Naturi Naughton
Lottery Ticket,Ice Cube
The Spy Next Door,Jackie Chan
From Paris with Love,John Travolta
From Paris with Love,Jonathan Rhys Meyers
The Losers,Idris Elba
The Losers,Chris Evans
The Losers,Jeffrey Dean Morgan
The Losers,Zoe Saldana
Faster,Dwayne Johnson
Faster,Billy Bob Thornton
Just Wright,Common
Just Wright,Queen Latifah
Skyline,Crystal Reed
The Next Three Days,Russell Crowe
The Next Three Days,Liam Neeson
The Next Three Days,Elizabeth Banks
The Next Three Days,Olivia Wilde
The Kids Are All Right,Mia Wasikowska
The Kids Are All Right,Julianne Moore
The Kids Are All Right,Mark Ruffalo
The Kids Are All Right,Josh Hutcherson
The Kids Are All Right,Annette Bening
Our Family Wedding,Forest Whitaker
Our Family Wedding,America Ferrera
Our Family Wedding,Carlos Mencia
Country Strong,Garrett Hedlund
Country Strong,Leighton Meester
Country Strong,Gwyneth Paltrow
Oceans,Pierce Brosnan*
Remember Me,Robert Pattinson
Remember Me,Emilie de Ravin
Remember Me,Pierce Brosnan
Remember Me,Chris Cooper
127 Hours,James Franco
Going the Distance,Drew Barrymore
Going the Distance,Justin Long
Going the Distance,Christina Applegate
Going the Distance,Ron Livingston
Going the Distance,Charlie Day
Going the Distance,Rob Riggle
Going the Distance,Jason Sudeikis
Furry Vengeance,Brendan Fraser
Furry Vengeance,Rob Riggle*
Splice,Adrien Brody
Splice,Sarah Polley
The Ghost Writer,Ewan McGregor
The Ghost Writer,Pierce Brosnan
The Ghost Writer,Tom Wilkinson
Youth in Revolt,Michael Cera
Youth in Revolt,Portia Doubleday
Youth in Revolt,Zach Galifianakis
Youth in Revolt,Justin Long
Youth in Revolt,Rooney Mara
My Soul to Take,Max Thieriot
Repo Men,Jude Law
Repo Men,Forest Whitaker
Repo Men,Liev Schreiber
Case 39,Renee Zellweger
Case 39,Bradley Cooper
Let Me In,Kodi Smit-McPhee
Let Me In,Chloe Moretz
Extraordinary Measures,Brendan Fraser
Extraordinary Measures,Harrison Ford
Extraordinary Measures,Jared Harris
Jonah Hex,Josh Brolin
Jonah Hex,John Malkovich
Jonah Hex,Megan Fox
Jonah Hex,Michael Fassbender
Jonah Hex,Lance Reddick
The Girl with the Dragon Tattoo,Michael Nyqvist
The Girl with the Dragon Tattoo,Noomi Rapace
Blue Valentine,Ryan Gosling
Blue Valentine,Michelle Williams
Blue Valentine,Mike Vogel
Fair Game (2010),Naomi Watts
Fair Game (2010),Sean Penn
Fair Game (2010),Ty Burrell
Get Low,Robert Duvall
Get Low,Bill Murray
Get Low,Lucas Black
MacGruber,Will Forte
MacGruber,Kristen Wiig
MacGruber,Ryan Phillippe
MacGruber,Val Kilmer
The Girl Who Played with Fire,Michael Nyqvist
The Girl Who Played with Fire,Noomi Rapace
Cyrus,Marisa Tomei
Cyrus,Jonah Hill
Cyrus,John C. Reilly
Conviction,Hilary Swank
Conviction,Sam Rockwell
Conviction,Melissa Leo
City Island,Ezra Miller
The Last Station,James McAvoy
The Last Station,Christopher Plummer
The Last Station,Helen Mirren
The Last Station,Paul Giamatti
Winter's Bone,Jennifer Lawrence
It's Kind of a Funny Story,Emma Roberts
It's Kind of a Funny Story,Zach Galifianakis
It's Kind of a Funny Story,Viola Davis
It's Kind of a Funny Story,Thomas Mann*
The Warrior's Way,Kate Bosworth
The Warrior's Way,Geoffrey Rush
The Girl Who Kicked the Hornet's Nest,Michael Nyqvist
The Girl Who Kicked the Hornet's Nest,Noomi Rapace
I Am Love,Tilda Swinton
Solitary Man,Michael Douglas
Solitary Man,Susan Sarandon
Solitary Man,Danny DeVito
Solitary Man,Jenna Fischer
Solitary Man,Imogen Poots
Solitary Man,Jesse Eisenberg
Greenberg,Ben Stiller
Greenberg,Greta Gerwig
Greenberg,Rhys Ifans
Greenberg,Juno Temple
Greenberg,Chris Messina
Please Give,Rebecca Hall
Please Give,Amanda Peet
The Runaways,Kristen Stewart
The Runaways,Dakota Fanning
You Will Meet a Tall Dark Stranger,Josh Brolin
You Will Meet a Tall Dark Stranger,Naomi Watts
You Will Meet a Tall Dark Stranger,Anthony Hopkins
You Will Meet a Tall Dark Stranger,Freida Pinto
You Will Meet a Tall Dark Stranger,Antonio Banderas
You Will Meet a Tall Dark Stranger,Theo James*
Another Year,Jim Broadbent
Another Year,Imelda Staunton
Chloe,Julianne Moore
Chloe,Liam Neeson
Chloe,Amanda Seyfried
Chloe,Max Thieriot
Never Let Me Go,Carey Mulligan
Never Let Me Go,Andrew Garfield
Never Let Me Go,Keira Knightley
Never Let Me Go,Sally Hawkins
Rabbit Hole,Miles Teller
Rabbit Hole,Nicole Kidman
Rabbit Hole,Aaron Eckhart
"I Love You, Phillip Morris",Jim Carrey
"I Love You, Phillip Morris",Ewan McGregor
"I Love You, Phillip Morris",Leslie Mann
Harry Brown,Michael Caine
Harry Brown,Jack O'Connell
Stone,Robert DeNiro
Stone,Milla Jovovich
Stone,Edward Norton
Somewhere,Michelle Monaghan
Flipped,Cody Horn*
Flipped,Callan McAuliffe
The Joneses,David Duchovny
The Joneses,Demi Moore
The Joneses,Amber Heard
Nowhere Boy,Aaron Johnson
Mother and Child,Annette Bening
Mother and Child,Samuel L. Jackson
Mother and Child,Naomi Watts
Made in Dagenham,Sally Hawkins
Made in Dagenham,Rosamund Pike
La Mission,Benjamin Bratt
Buried,Ryan Reynolds
Animal Kingdom,Guy Pearce
Casino Jack,Kevin Spacey
The Perfect Game,Emilie de Ravin
The Wildest Dream,Liam Neeson*
The Tillman Story,Josh Brolin*
Middle Men,Luke Wilson
Middle Men,Giovanni Ribisi
Middle Men,Kelsey Grammer
The Secret of Kells,Brendan Gleeson
The Concert,Melanie Laurent
Agora,Rachel Weisz
Howl,James Franco
Howl,Jon Hamm
All Good Things,Ryan Gosling
All Good Things,Kirsten Dunst
All Good Things,Frank Langella
All Good Things,Jeffrey Dean Morgan
All Good Things,Kristen Wiig
Tamara Drewe,Gemma Arterton
Tamara Drewe,Dominic Cooper
Mesrine:Killer Instinct,Mathieu Amalric
Ondine,Colin Farrell
Jack Goes Boating,Philip Seymour Hoffman
Jack Goes Boating,Amy Ryan
The City of Your Final Destination,Anthony Hopkins
The City of Your Final Destination,Laura Linney
The Extra Man,Paul Dano
The Extra Man,Katie Holmes
The Extra Man,Kevin Kline
The Extra Man,John C. Reilly
I'm Still Here,Joaquin Phoenix
Wild Grass,Mathieu Amalric
Fish Tank,Michael Fassbender
Creation,Paul Bettany
Creation,Jennifer Connelly
Creation,Benedict Cumberbatch*
The Yellow Handkerchief,William Hurt
The Yellow Handkerchief,Maria Bello
The Yellow Handkerchief,Kristen Stewart
The Yellow Handkerchief,Eddie Redmayne
Four Lions,Benedict Cumberbatch*
Holy Rollers,Justin Bartha
Holy Rollers,Jesse Eisenberg
The Tempest,Russell Brand
The Tempest,Chris Cooper
The Tempest,Felicity Jones
The Tempest,Helen Mirren
The Tempest,Alfred Molina
Mesrine:Public Enemy No. 1,Mathieu Amalric
My Dog Tulip,Christopher Plummer*
When You're Strange,Johnny Depp*
The Killer Inside Me,Casey Affleck
The Killer Inside Me,Jessica Alba
The Killer Inside Me,Kate Hudson
Legendary,John Cena
Legendary,Danny Glover
Twelve,50 Cent
Twelve,Chace Crawford
Twelve,Rory Culkin
Twelve,Cody Horn
Twelve,Emma Roberts
Twelve,Kiefer Sutherland*
The Disappearance of Alice Creed,Gemma Arterton
Welcome to the Rileys,James Gandolfini
Welcome to the Rileys,Melissa Leo
Welcome to the Rileys,Kristen Stewart
Red Riding Trilogy,Rebecca Hall
Red Riding Trilogy,Andrew Garfield
Red Riding Trilogy,Sean Bean
Love Ranch,Bryan Cranston
Love Ranch,Helen Mirren
Warlords,Jet Li
"Lovely, Still",Adam Scott
"Lovely, Still",Elizabeth Banks
Centurion,Michael Fassbender
Centurion,Olga Kurylenko
Centurion,Imogen Poots*
Touching Home,Ed Harris
The Greatest (2010),Pierce Brosnan
The Greatest (2010),Susan Sarandon
The Greatest (2010),Carey Mulligan
The Greatest (2010),Aaron Johnson
Bran Nue Dae,Geoffrey Rush
After.Life,Liam Neeson
After.Life,Justin Long
After.Life,Christina Ricci
Wild Target,Emily Blunt
Wild Target,Martin Freeman
Wild Target,Rupert Grint
The Romantics,Katie Holmes
The Romantics,Anna Paquin
The Romantics,Josh Duhamel
The Romantics,Adam Brody
The Romantics,Elijah Wood
The Romantics,Dianna Agron*
The Good Guy,Colin Egglesfield
Crazy on the Outside,Tim Allen
Crazy on the Outside,Sigourney Weaver
Breaking Upwards,Olivia Thirlby
Night Catches Us,Anthony Mackie
Leaves of Grass,Edward Norton
Leaves of Grass,Susan Sarandon
Leaves of Grass,Ty Burrell*
The Harimaya Bridge,Danny Glover
Tales from Earthsea,Willem Dafoe*
Ca$h,Sean Bean
Ca$h,Chris Hemsworth
Defendor,Woody Harrelson
Defendor,Kat Dennings
44 Inch Chest,Tom Wilkinson
The Red Baron,Lena Headey
The Exploding Girl,Zoe Kazan
Happy Tears,Demi Moore
Happy Tears,Parker Posey
The Good Heart,Brian Cox
The Good Heart,Paul Dano
Don McKay,Thomas Haden Church
Don McKay,Melissa Leo
Paper Man,Emma Stone
Paper Man,Ryan Reynolds
Paper Man,Lisa Kudrow
The Living Wake,Jesse Eisenberg
The Dry Land,America Ferrera
The Dry Land,Melissa Leo
The Dry Land,Wilmer Valderrama
Wonderful World,Matthew Broderick
Wonderful World,Sanaa Lathan
All About Evil,Thomas Dekker
Stolen (2010),Jon Hamm
Stolen (2010),Josh Lucas
Stolen (2010),Jessica Chastain
Happiness Runs,Shiloh Fernandez*
Finding Bliss,Denise Richards
Mercy (2010),Erika Christensen
Dream Boy,Rooney Mara
The Oxford Murders,Elijah Wood
Heartless,Jim Sturgess
Boogie Woogie,Gillian Anderson
Boogie Woogie,Amanda Seyfried
Boogie Woogie,Stellan Skarsgard
You Won't Miss Me,Greta Gerwig
As Good as Dead,Cary Elwes
A Mother's Courage:Talking Back to Autism,Kate Winslet*
Perrier's Bounty,Jim Broadbent
Perrier's Bounty,Brendan Gleeson
Perrier's Bounty,Cillian Murphy
