MOVIE_NAME,ACTOR
Movie 43,Elizabeth Banks*
Movie 43,Naomi Watts*
Movie 43,Kate Winslet*
Movie 43,Christopher Mintz-Plasse*
Movie 43,Richard Gere
Movie 43,Jason Sudeikis*
Movie 43,Chris Pratt*
Movie 43,Kate Bosworth*
Movie 43,Uma Thurman*
Movie 43,Liev Schreiber*
Movie 43,Justin Long*
Mandela:Long Walk to Freedom,Idris Elba
Mandela:Long Walk to Freedom,Naomie Harris
Before Midnight,Ethan Hawke
Before Midnight,Julie Delpy
Machete Kills,Michelle Rodriguez
Machete Kills,Amber Heard
Machete Kills,Charlie Sheen
Machete Kills,Antonio Banderas
Machete Kills,Jessica Alba
Machete Kills,Alexa Vega
Machete Kills,Vanessa Hudgens
Machete Kills,"Cuba Gooding, Jr."
Machete Kills,Mel Gibson
Paranoia,Liam Hemsworth
Paranoia,Gary Oldman
Paranoia,Harrison Ford
Paranoia,Amber Heard
Journey to the South Pacific,Cate Blanchett*
Black Nativity,Forest Whitaker
Black Nativity,Angela Bassett
Black Nativity,Tyrese Gibson
The Spectacular Now,Shailene Woodley
The Spectacular Now,Miles Teller
The Spectacular Now,Mary Elizabeth Winstead
The Grandmaster,Zhang Ziyi
All Is Lost,Robert Redford
Believe,Justin Bieber
The Bling Ring,Emma Watson
The Bling Ring,Leslie Mann
Pulling Strings,Tom Arnold
Closed Circuit,Eric Bana
Closed Circuit,Rebecca Hall
Closed Circuit,Jim Broadbent
Closed Circuit,Julia Stiles
The Company You Keep,Robert Redford
The Company You Keep,Shia LaBeouf
The Company You Keep,Sam Elliott
The Company You Keep,Brendan Gleeson
The Company You Keep,Terrence Howard
The Company You Keep,Anna Kendrick
The Company You Keep,Brit Marling
The Company You Keep,Stanley Tucci
The Company You Keep,Chris Cooper
The Company You Keep,Susan Sarandon
Frances Ha,Greta Gerwig
The To-Do List,Aubrey Plaza
The To-Do List,Rachel Bilson
The To-Do List,Christopher Mintz-Plasse
The To-Do List,Andy Samberg
The To-Do List,Clark Gregg
Metallica Through the Never,Dane DeHaan
Emperor,Tommy Lee Jones
Stand Up Guys,Al Pacino
Stand Up Guys,Christopher Walken
The Fifth Estate,Benedict Cumberbatch
The Fifth Estate,Stanley Tucci
The Fifth Estate,Anthony Mackie
The Fifth Estate,Laura Linney
The Fifth Estate,Dan Stevens
In a World,Lake Bell
In a World,Demetri Martin
No (2013),Gael Garcia Bernal
Trance,James McAvoy
Trance,Rosario Dawson
Oldboy (2013),Josh Brolin
Oldboy (2013),Sharlto Copley
Oldboy (2013),Samuel L. Jackson
The Iceman (2013),Winona Ryder
The Iceman (2013),James Franco
The Iceman (2013),Chris Evans
Stoker,Mia Wasikowska
Stoker,Matthew Goode
Stoker,Nicole Kidman
Unfinished Song,Gemma Arterton
Love is All You Need,Pierce Brosnan
Disconnect,Frank Grillo
Disconnect,Jason Bateman
Girl Most Likely,Kristen Wiig
Girl Most Likely,Annette Bening
Girl Most Likely,Matt Dillon
I'm So Excited,Penelope Cruz
I'm So Excited,Antonio Banderas
The Invisible Woman,Ralph Fiennes
The Invisible Woman,Felicity Jones
Romeo and Juliet (2013),Hailee Steinfeld
Romeo and Juliet (2013),Paul Giamatti
Romeo and Juliet (2013),Stellan Skarsgard
What Maisie Knew,Julianne Moore
Thanks for Sharing,Mark Ruffalo
Thanks for Sharing,Gwyneth Paltrow
Thanks for Sharing,Tim Robbins
Thanks for Sharing,Josh Gad
Phantom (2013),Ed Harris
Phantom (2013),David Duchovny
Phantom (2013),Lance Henriksen
Kill Your Darlings,Dane DeHaan
Kill Your Darlings,Ben Foster
Kill Your Darlings,Daniel Radcliffe
Short Term 12,Brie Larson
Ginger & Rosa,Annette Bening
From Up on Poppy Hill,Gillian Anderson
From Up on Poppy Hill,Ron Howard
From Up on Poppy Hill,Aubrey Plaza
Only God Forgives,Ryan Gosling
Parkland,Zac Efron
Parkland,Ron Livingston
Parkland,Paul Giamatti
Parkland,Billy Bob Thornton
To The Wonder,Olga Kurylenko
To The Wonder,Rachel McAdams
To The Wonder,Javier Bardem
To The Wonder,Ben Affleck
The Reluctant Fundamentalist,Kate Hudson
The Reluctant Fundamentalist,Kiefer Sutherland
The Inevitable Defeat of Mister and Pete,Jeffrey Wright
The Inevitable Defeat of Mister and Pete,Anthony Mackie
Ain't Them Bodies Saints,Rooney Mara
Ain't Them Bodies Saints,Casey Affleck
Ain't Them Bodies Saints,Ben Foster
At Any Price,Zac Efron
At Any Price,Dennis Quaid
Lovelace,Amanda Seyfried
Lovelace,Peter Sarsgaard
Lovelace,Juno Temple
Lovelace,Sharon Stone
Lovelace,Adam Brody
Lovelace,James Franco
Lovelace,Chloe Sevigny
Drinking Buddies,Anna Kendrick
Drinking Buddies,Olivia Wilde
Drinking Buddies,Jake Johnson
Drinking Buddies,Ron Livingston
Diana,Naomi Watts
Adore,Naomi Watts
Adore,Robin Wright
Great Expectations (2013),Ewen Bremner
Great Expectations (2013),Helena Bonham Carter
Great Expectations (2013),Ralph Fiennes
Great Expectations (2013),Sally Hawkins
InAPPropriate Comedy,Rob Schneider
InAPPropriate Comedy,Michelle Rodriguez
InAPPropriate Comedy,Adrien Brody
InAPPropriate Comedy,Lindsay Lohan
Arthur Newman,Colin Firth
Arthur Newman,Emily Blunt
Prince Avalanche,Paul Rudd
Crystal Fairy,Michael Cera
A.C.O.D.,Adam Scott
A.C.O.D.,Clark Duke
A.C.O.D.,Jessica Alba
A.C.O.D.,Mary Elizabeth Winstead
Afternoon Delight,Josh Radnor
Afternoon Delight,Juno Temple
LUV,Common
LUV,Danny Glover
John Dies at the End,Paul Giamatti
Europa Report,Michael Nyqvist
Europa Report,Sharlto Copley
Upside Down,Jim Sturgess
Upside Down,Kirsten Dunst
The English Teacher,Julianne Moore
The English Teacher,Lily Collins
The English Teacher,Greg Kinnear
Shadow Dancer,Clive Owen
Shadow Dancer,Gillian Anderson
Man of Tai Chi,Keanu Reeves
Passion,Rachel McAdams
Passion,Noomi Rapace
Byzantium,Saoirse Ronan
Byzantium,Gemma Arterton
Stuck in Love,Greg Kinnear
Stuck in Love,Jennifer Connelly
Stuck in Love,Lily Collins
Stuck in Love,Logan Lerman
Stuck in Love,Kristen Bell
Winnie Mandela,Terrence Howard
It's a Disaster,America Ferrera
It's a Disaster,Julia Stiles
How I Live Now,Saoirse Ronan
Aftershock,Eli Roth
The Canyons,Lindsay Lohan
Jewtopia,Jennifer Love Hewitt
Jewtopia,Joel David Moore
Wish You Were Here (2013),Teresa Palmer
A Glimpse Inside the Mind of Charles Swan III,Charlie Sheen
A Glimpse Inside the Mind of Charles Swan III,Bill Murray
A Glimpse Inside the Mind of Charles Swan III,Jason Schwartzman
CBGB,Justin Bartha
CBGB,Ashley Greene
CBGB,Rupert Grint
CBGB,Joel David Moore
CBGB,Alan Rickman
Killing Season,Robert DeNiro
Killing Season,John Travolta
Rising From Ashes,Forest Whitaker*
Savannah,James Caviezel
Savannah,Chiwetel Ejiofor
Redemption (2013),Jason Statham
Touchy Feely,Rosemarie DeWitt
Touchy Feely,Ron Livingston
Touchy Feely,Ellen Page
Maniac (2013),Elijah Wood
The Power of Few,Christopher Walken
The Last Days on Mars,Liev Schreiber
The Last Days on Mars,Romola Garai
The Look of Love,Steve Coogan
The Look of Love,Imogen Poots
The Look of Love,Anna Friel
Love and Honor (2013),Liam Hemsworth
Love and Honor (2013),Aimee Teegarden
Love and Honor (2013),Teresa Palmer
A Single Shot,Sam Rockwell
A Single Shot,William H. Macy
A Single Shot,Jeffrey Wright
Twice Born,Penelope Cruz
Dealin' With Idiots,Timothy Olyphant
Mental,Toni Collette
Mental,Liev Schreiber
Violet & Daisy,Saoirse Ronan
Violet & Daisy,James Gandolfini
As I Lay Dying,James Franco
As I Lay Dying,Danny McBride
Jayne Mansfield's Car,Kevin Bacon
Jayne Mansfield's Car,Robert Duvall
Jayne Mansfield's Car,Ray Stevenson
Jayne Mansfield's Car,Billy Bob Thornton
Il Futuro,Rutger Hauer
Red Obsession,Russell Crowe*
Charlie Countryman,Shia LaBeouf
Charlie Countryman,Rupert Grint
Charlie Countryman,Melissa Leo
Greetings from Tim Buckley,Penn Badgley
Greetings from Tim Buckley,Imogen Poots
Welcome to the Punch,James McAvoy
Welcome to the Punch,Mark Strong
The End of Love,Amanda Seyfried
The End of Love,Michael Cera
The End of Love,Aubrey Plaza
Argento's Dracula 3D,Rutger Hauer
Pawn Shop Chronicles,Paul Walker
Pawn Shop Chronicles,Elijah Wood
Pawn Shop Chronicles,Brendan Fraser
Pawn Shop Chronicles,Matt Dillon
Pawn Shop Chronicles,Thomas Jane
And While We Were Here,Kate Bosworth
A Perfect Man,Liev Schreiber
The Brass Teapot,Juno Temple
Sal,James Franco
Down the Shore,James Gandolfini
Down the Shore,Famke Janssen
Some Velvet Morning,Alice Eve
Some Velvet Morning,Stanley Tucci
Inescapable,Marisa Tomei
Sweetwater,Ed Harris
Sweetwater,January Jones
A Dark Truth,Forest Whitaker
Knife Fight,Rob Lowe
Knife Fight,Carrie-Anne Moss
All is Bright,Paul Giamatti
All is Bright,Paul Rudd
All is Bright,Sally Hawkins
Between Us,Julia Stiles
A Case of You,Justin Long
A Case of You,Vince Vaughn
3 Geezers!,Tim Allen
3 Geezers!,Breckin Meyer
Pawn,Common
Pawn,Forest Whitaker
Morning,Laura Linney
Mr. Nobody,Jared Leto
Mr. Nobody,Sarah Polley
Scenic Route,Josh Duhamel
Scenic Route,Dan Fogler
As Cool As I Am,Claire Danes
As Cool As I Am,James Marsden
Plush,Emily Browning
Plush,Cam Gigandet
Approaching Midnight,Brandon T. Jackson
The Lesser Blessed,Benjamin Bratt
Best Man Down,Justin Long
Java Heat,Kellan Lutz
Java Heat,Mickey Rourke
Khumba,Laurence Fishburne
Khumba,AnnaSophia Robb
Khumba,Liam Neeson
Into the White,Rupert Grint
Syrup,Amber Heard
Syrup,Shiloh Fernandez
Syrup,Kellan Lutz
Marvel's The Avengers,"Robert Downey, Jr."
Marvel's The Avengers,Chris Hemsworth
Marvel's The Avengers,Chris Evans
Marvel's The Avengers,Jeremy Renner
Marvel's The Avengers,Mark Ruffalo
Marvel's The Avengers,Scarlett Johansson
Marvel's The Avengers,Clark Gregg
Marvel's The Avengers,Samuel L. Jackson
Marvel's The Avengers,Tom Hiddleston
Marvel's The Avengers,Stellan Skarsgard
Marvel's The Avengers,Gwyneth Paltrow*
Marvel's The Avengers,Paul Bettany*
The Dark Knight Rises,Christian Bale
The Dark Knight Rises,Michael Caine
The Dark Knight Rises,Anne Hathaway
The Dark Knight Rises,Tom Hardy
The Dark Knight Rises,Gary Oldman
The Dark Knight Rises,Marion Cotillard
The Dark Knight Rises,Joseph Gordon-Levitt
The Dark Knight Rises,Morgan Freeman
The Dark Knight Rises,Juno Temple*
The Dark Knight Rises,Cillian Murphy*
The Dark Knight Rises,Liam Neeson*
The Dark Knight Rises,Joey King*
The Hunger Games,Jennifer Lawrence
The Hunger Games,Josh Hutcherson
The Hunger Games,Liam Hemsworth
The Hunger Games,Elizabeth Banks
The Hunger Games,Stanley Tucci
The Hunger Games,Woody Harrelson
The Hunger Games,Lenny Kravitz
Skyfall,Daniel Craig
Skyfall,Judi Dench
Skyfall,Javier Bardem
Skyfall,Ralph Fiennes
Skyfall,Naomie Harris
Skyfall,Ben Whishaw
The Hobbit:An Unexpected Journey,Martin Freeman
The Hobbit:An Unexpected Journey,Ian McKellen
The Hobbit:An Unexpected Journey,Andy Serkis
The Hobbit:An Unexpected Journey,Cate Blanchett
The Hobbit:An Unexpected Journey,Hugo Weaving
The Hobbit:An Unexpected Journey,Christopher Lee*
The Hobbit:An Unexpected Journey,Ian Holm*
The Hobbit:An Unexpected Journey,Elijah Wood*
The Twilight Saga:Breaking Dawn Part 2,Kristen Stewart
The Twilight Saga:Breaking Dawn Part 2,Robert Pattinson
The Twilight Saga:Breaking Dawn Part 2,Taylor Lautner
The Twilight Saga:Breaking Dawn Part 2,Billy Burke
The Twilight Saga:Breaking Dawn Part 2,Ashley Greene
The Twilight Saga:Breaking Dawn Part 2,Dakota Fanning
The Twilight Saga:Breaking Dawn Part 2,Michael Sheen
The Twilight Saga:Breaking Dawn Part 2,Kellan Lutz
The Twilight Saga:Breaking Dawn Part 2,Jackson Rathbone
The Amazing Spider-Man,Andrew Garfield
The Amazing Spider-Man,Emma Stone
The Amazing Spider-Man,Rhys Ifans
The Amazing Spider-Man,Sally Field
The Amazing Spider-Man,Irrfan Khan
Brave,Emma Thompson
Ted,Mark Wahlberg
Ted,Mila Kunis
Ted,Seth MacFarlane
Ted,Giovanni Ribisi
Ted,Patrick Stewart*
Madagascar 3:Europe's Most Wanted,Ben Stiller
Madagascar 3:Europe's Most Wanted,Chris Rock
Madagascar 3:Europe's Most Wanted,David Schwimmer
Madagascar 3:Europe's Most Wanted,Jada Pinkett-Smith
Madagascar 3:Europe's Most Wanted,Sacha Baron Cohen
Madagascar 3:Europe's Most Wanted,Cedric the Entertainer
Madagascar 3:Europe's Most Wanted,Jessica Chastain
Madagascar 3:Europe's Most Wanted,Frances McDormand
Madagascar 3:Europe's Most Wanted,Bryan Cranston
Dr. Seuss' The Lorax,Danny DeVito
Dr. Seuss' The Lorax,Zac Efron
Dr. Seuss' The Lorax,Ed Helms
Dr. Seuss' The Lorax,Rob Riggle
Wreck-It Ralph,John C. Reilly
Wreck-It Ralph,Mindy Kaling*
Lincoln,Daniel Day-Lewis
Lincoln,Sally Field
Lincoln,Joseph Gordon-Levitt
Lincoln,Tommy Lee Jones
Lincoln,Jackie Earle Haley*
Lincoln,Jared Harris*
Lincoln,David Oyelowo*
Lincoln,Dane DeHaan*
Lincoln,Lukas Haas*
MIB 3,Will Smith
MIB 3,Josh Brolin
MIB 3,Tommy Lee Jones
MIB 3,Alice Eve
MIB 3,Emma Thompson
MIB 3,Jemaine Clement
Django Unchained,Jamie Foxx
Django Unchained,Christoph Waltz
Django Unchained,Leonardo DiCaprio
Django Unchained,Samuel L. Jackson
Django Unchained,Jonah Hill*
Ice Age:Continental Drift,Queen Latifah
Ice Age:Continental Drift,John Leguizamo
Ice Age:Continental Drift,Jennifer Lopez
Ice Age:Continental Drift,Nick Frost*
Ice Age:Continental Drift,Aziz Ansari*
Ice Age:Continental Drift,Nicki Minaj*
Ice Age:Continental Drift,Rebel Wilson*
Snow White and the Huntsman,Kristen Stewart
Snow White and the Huntsman,Chris Hemsworth
Snow White and the Huntsman,Charlize Theron
Snow White and the Huntsman,Nick Frost
Les Miserables (2012),Hugh Jackman
Les Miserables (2012),Russell Crowe
Les Miserables (2012),Anne Hathaway
Les Miserables (2012),Amanda Seyfried
Les Miserables (2012),Sacha Baron Cohen
Les Miserables (2012),Helena Bonham Carter
Les Miserables (2012),Eddie Redmayne
Hotel Transylvania,Adam Sandler
Hotel Transylvania,Andy Samberg
Hotel Transylvania,Selena Gomez
Hotel Transylvania,Kevin James
Hotel Transylvania,David Spade*
Taken 2,Liam Neeson
Taken 2,Famke Janssen
21 Jump Street,Jonah Hill
21 Jump Street,Channing Tatum
21 Jump Street,Brie Larson
21 Jump Street,Dave Franco
21 Jump Street,Rob Riggle
21 Jump Street,Ice Cube
21 Jump Street,Jake Johnson*
21 Jump Street,Johnny Depp*
Argo,Ben Affleck
Argo,Bryan Cranston
Argo,Chris Messina*
Silver Linings Playbook,Bradley Cooper
Silver Linings Playbook,Robert DeNiro
Silver Linings Playbook,Jennifer Lawrence
Silver Linings Playbook,Julia Stiles
Silver Linings Playbook,Chris Tucker
Prometheus,Noomi Rapace
Prometheus,Michael Fassbender
Prometheus,Charlize Theron
Prometheus,Idris Elba
Prometheus,Guy Pearce
Prometheus,Patrick Wilson*
Safe House,Denzel Washington
Safe House,Ryan Reynolds
Safe House,Vera Farmiga
Safe House,Brendan Gleeson
The Vow,Rachel McAdams
The Vow,Channing Tatum
Life of Pi,Suraj Sharma
Life of Pi,Irrfan Khan
Magic Mike,Channing Tatum
Magic Mike,Alex Pettyfer
Magic Mike,Matthew McConaughey
Magic Mike,Cody Horn
The Bourne Legacy,Jeremy Renner
The Bourne Legacy,Rachel Weisz
The Bourne Legacy,Edward Norton
The Bourne Legacy,Joan Allen*
Journey 2:The Mysterious Island,Dwayne Johnson
Journey 2:The Mysterious Island,Michael Caine
Journey 2:The Mysterious Island,Josh Hutcherson
Journey 2:The Mysterious Island,Vanessa Hudgens
Rise of the Guardians,Chris Pine
Rise of the Guardians,Alec Baldwin
Rise of the Guardians,Hugh Jackman
Rise of the Guardians,Isla Fisher
Rise of the Guardians,Jude Law
Zero Dark Thirty,Frank Grillo
Zero Dark Thirty,Jessica Chastain
Zero Dark Thirty,Mark Strong
Zero Dark Thirty,Edgar Ramirez
Zero Dark Thirty,James Gandolfini*
Zero Dark Thirty,Chris Pratt*
Flight,Denzel Washington
Flight,Don Cheadle
Flight,Melissa Leo
Think Like a Man,Michael Ealy
Think Like a Man,Regina Hall
Think Like a Man,Kevin Hart
Think Like a Man,Taraji P. Henson
Think Like a Man,Chris Brown
The Campaign,Will Ferrell
The Campaign,Zach Galifianakis
The Campaign,Jason Sudeikis
The Campaign,Brian Cox
The Expendables 2,Sylvester Stallone
The Expendables 2,Jason Statham
The Expendables 2,Jet Li
The Expendables 2,Chuck Norris
The Expendables 2,Bruce Willis
The Expendables 2,Arnold Schwarzenegger
The Expendables 2,Liam Hemsworth
Wrath of the Titans,Sam Worthington
Wrath of the Titans,Rosamund Pike
Wrath of the Titans,Edgar Ramirez
Wrath of the Titans,Ralph Fiennes
Wrath of the Titans,Liam Neeson
Jack Reacher,Tom Cruise
Jack Reacher,Rosamund Pike
Jack Reacher,David Oyelowo
Jack Reacher,Werner Herzog
Jack Reacher,Jai Courtney
Jack Reacher,Robert Duvall
Dark Shadows,Johnny Depp
Dark Shadows,Michelle Pfeiffer
Dark Shadows,Helena Bonham Carter
Dark Shadows,Jackie Earle Haley
Dark Shadows,Eva Green
Dark Shadows,Chloe Moretz
Dark Shadows,Christopher Lee*
Parental Guidance,Billy Crystal
Parental Guidance,Bette Midler
Parental Guidance,Marisa Tomei
John Carter,James Purefoy
John Carter,Taylor Kitsch
John Carter,Willem Dafoe
John Carter,Thomas Haden Church
John Carter,Mark Strong
John Carter,Bryan Cranston*
This Is 40,Paul Rudd
This Is 40,Leslie Mann
This Is 40,Albert Brooks
This Is 40,Megan Fox
This Is 40,Jason Segel
This Is 40,Melissa McCarthy
Contraband,Mark Wahlberg
Contraband,Kate Beckinsale
Contraband,Giovanni Ribisi
Contraband,Ben Foster
Contraband,Lukas Haas
Contraband,Diego Luna
Looper,Bruce Willis
Looper,Joseph Gordon-Levitt
Looper,Emily Blunt
Looper,Paul Dano
Looper,Piper Perabo
Tyler Perry's Madea's Witness Protection,Tyler Perry
Tyler Perry's Madea's Witness Protection,Denise Richards
Tyler Perry's Madea's Witness Protection,Tom Arnold
Battleship,Jesse Plemons
Battleship,Taylor Kitsch
Battleship,Rihanna
Battleship,Brooklyn Decker
Battleship,Liam Neeson
Pitch Perfect,Anna Kendrick
Pitch Perfect,Rebel Wilson
Pitch Perfect,Adam DeVine
Pitch Perfect,Elizabeth Banks
Pitch Perfect,Christopher Mintz-Plasse*
Mirror Mirror,Julia Roberts
Mirror Mirror,Lily Collins
Mirror Mirror,Armie Hammer
Mirror Mirror,Sean Bean
Chronicle (2012),Dane DeHaan
Chronicle (2012),Michael B. Jordan
Chronicle (2012),Alex Russell
Hope Springs,Meryl Streep
Hope Springs,Tommy Lee Jones
Hope Springs,Steve Carell
Underworld Awakening,Kate Beckinsale
Underworld Awakening,Michael Ealy
Underworld Awakening,Theo James
The Lucky One,Zac Efron
The Lucky One,Taylor Schilling
The Dictator,Sacha Baron Cohen
The Dictator,Anna Faris
The Dictator,Ben Kingsley
The Dictator,John C. Reilly*
The Dictator,Megan Fox*
Total Recall (2012),Colin Farrell
Total Recall (2012),Kate Beckinsale
Total Recall (2012),Jessica Biel
Total Recall (2012),Bryan Cranston
American Reunion,Chris Klein
American Reunion,Jennifer Coolidge*
ParaNorman,Kodi Smit-McPhee
ParaNorman,Anna Kendrick
ParaNorman,Casey Affleck
ParaNorman,Christopher Mintz-Plasse
ParaNorman,Leslie Mann
This Means War,Tom Hardy
This Means War,Chris Pine
This Means War,Reese Witherspoon
This Means War,Angela Bassett
Project X,Thomas Mann
Project X,Miles Teller
The Woman in Black,Daniel Radcliffe
The Odd Life of Timothy Green,Jennifer Garner
The Odd Life of Timothy Green,Rosemarie DeWitt
The Odd Life of Timothy Green,Ron Livingston
The Odd Life of Timothy Green,Common
Ghost Rider:Spirit of Vengeance,Nicolas Cage
Ghost Rider:Spirit of Vengeance,Idris Elba
The Grey,Liam Neeson
The Grey,Frank Grillo
Red Tails,Terrence Howard
Red Tails,"Cuba Gooding, Jr."
Red Tails,David Oyelowo
Red Tails,Ne-Yo
Red Tails,Bryan Cranston
Red Tails,Michael B. Jordan*
The Possession,Jeffrey Dean Morgan
The Possession,Matisyahu
Diary of a Wimpy Kid:Dog Days,Zachary Gordon
Sinister,Ethan Hawke
Savages (2012),Taylor Kitsch
Savages (2012),Aaron Johnson
Savages (2012),Blake Lively
Savages (2012),Benicio Del Toro
Savages (2012),Salma Hayek
Savages (2012),John Travolta
Savages (2012),Uma Thurman
Savages (2012),Joel David Moore*
The Best Exotic Marigold Hotel,Tom Wilkinson
The Best Exotic Marigold Hotel,Judi Dench
The Best Exotic Marigold Hotel,Dev Patel
The Best Exotic Marigold Hotel,Maggie Smith
Moonrise Kingdom,Bruce Willis
Moonrise Kingdom,Edward Norton
Moonrise Kingdom,Bill Murray
Moonrise Kingdom,Frances McDormand
Moonrise Kingdom,Tilda Swinton
Moonrise Kingdom,Jason Schwartzman
Here Comes the Boom,Kevin James
Here Comes the Boom,Salma Hayek
Red Dawn (2012),Josh Hutcherson
Red Dawn (2012),Chris Hemsworth
Red Dawn (2012),Adrianne Palicki
Red Dawn (2012),Jeffrey Dean Morgan
The Three Stooges,Kate Upton
Resident Evil:Retribution,Milla Jovovich
Resident Evil:Retribution,Michelle Rodriguez
Resident Evil:Retribution,Boris Kodjoe
The Cabin in the Woods,Chris Hemsworth
The Cabin in the Woods,Sigourney Weaver*
What to Expect When You're Expecting,Cameron Diaz
What to Expect When You're Expecting,Jennifer Lopez
What to Expect When You're Expecting,Elizabeth Banks
What to Expect When You're Expecting,Chace Crawford
What to Expect When You're Expecting,Brooklyn Decker
What to Expect When You're Expecting,Anna Kendrick
What to Expect When You're Expecting,Dennis Quaid
What to Expect When You're Expecting,Chris Rock
What to Expect When You're Expecting,Rebel Wilson*
End of Watch,Jake Gyllenhaal
End of Watch,Anna Kendrick
End of Watch,America Ferrera
End of Watch,Frank Grillo
End of Watch,Cody Horn
Rock of Ages,Julianne Hough
Rock of Ages,Russell Brand
Rock of Ages,Paul Giamatti
Rock of Ages,Catherine Zeta-Jones
Rock of Ages,Alec Baldwin
Rock of Ages,Tom Cruise
Abraham Lincoln:Vampire Hunter,Dominic Cooper
Abraham Lincoln:Vampire Hunter,Anthony Mackie
Abraham Lincoln:Vampire Hunter,Mary Elizabeth Winstead
Abraham Lincoln:Vampire Hunter,Rufus Sewell
Lawless,Shia LaBeouf
Lawless,Tom Hardy
Lawless,Gary Oldman
Lawless,Jessica Chastain
Lawless,Mia Wasikowska
Lawless,Guy Pearce
Lawless,Dane DeHaan*
The Guilt Trip,Barbra Streisand
The Guilt Trip,Seth Rogen
The Guilt Trip,Adam Scott
That's My Boy,Adam Sandler
That's My Boy,Andy Samberg
That's My Boy,Leighton Meester
That's My Boy,Susan Sarandon
Trouble with the Curve,Clint Eastwood
Trouble with the Curve,Amy Adams
Trouble with the Curve,Justin Timberlake
Trouble with the Curve,Matthew Lillard
The Watch,Ben Stiller
The Watch,Vince Vaughn
The Watch,Jonah Hill
The Watch,Rosemarie DeWitt
The Watch,Will Forte
The Watch,Andy Samberg*
Frankenweenie,Winona Ryder
Step Up Revolution,Ryan Guzman
Tyler Perry's Good Deeds,Tyler Perry
Tyler Perry's Good Deeds,Thandie Newton
Tyler Perry's Good Deeds,Rebecca Romijn*
House at the End of The Street,Jennifer Lawrence
House at the End of The Street,Max Thieriot
The Pirates! Band of Misfits,Hugh Grant
The Pirates! Band of Misfits,Martin Freeman
The Pirates! Band of Misfits,Imelda Staunton
The Pirates! Band of Misfits,Salma Hayek
The Pirates! Band of Misfits,Brendan Gleeson
Joyful Noise,Queen Latifah
Chimpanzee,Tim Allen*
The Five-Year Engagement,Jason Segel
The Five-Year Engagement,Emily Blunt
The Five-Year Engagement,Rhys Ifans
The Five-Year Engagement,Chris Pratt
The Five-Year Engagement,Kevin Hart*
Cloud Atlas,Tom Hanks
Cloud Atlas,Halle Berry
Cloud Atlas,Jim Broadbent
Cloud Atlas,Hugo Weaving
Cloud Atlas,Jim Sturgess
Cloud Atlas,Ben Whishaw
Cloud Atlas,Susan Sarandon
Cloud Atlas,Hugh Grant
One For the Money,Katherine Heigl
One For the Money,Jason O'Mara
One For the Money,John Leguizamo
Alex Cross,Tyler Perry
Sparkle (2012),Whitney Houston
Sparkle (2012),Derek Luke
Premium Rush,Joseph Gordon-Levitt
Premium Rush,Jamie Chung
Big Miracle,John Krasinski
Big Miracle,Drew Barrymore
Big Miracle,Kristen Bell
Big Miracle,Rob Riggle*
The Secret World of Arrietty,Tom Holland
The Impossible,Tom Holland
The Impossible,Ewan McGregor
The Impossible,Naomi Watts
Haywire,Channing Tatum
Haywire,Ewan McGregor
Haywire,Michael Douglas
Haywire,Antonio Banderas
Haywire,Michael Fassbender
Man on a Ledge,Sam Worthington
Man on a Ledge,Elizabeth Banks
Man on a Ledge,Jamie Bell
Man on a Ledge,Ed Harris
Man on a Ledge,Anthony Mackie
A Thousand Words,Eddie Murphy
A Thousand Words,Clark Duke
The Perks of Being a Wallflower,Logan Lerman
The Perks of Being a Wallflower,Emma Watson
The Perks of Being a Wallflower,Ezra Miller
The Perks of Being a Wallflower,Paul Rudd
Silent Hill:Revelation 3D,Carrie-Anne Moss
Silent Hill:Revelation 3D,Sean Bean
Silent Hill:Revelation 3D,Radha Mitchell
Wanderlust,Paul Rudd
Wanderlust,Jennifer Aniston
Wanderlust,Alan Alda
Safe (2012),Jason Statham
To Rome with Love,Alec Baldwin
To Rome with Love,Roberto Benigni
To Rome with Love,Penelope Cruz
To Rome with Love,Jesse Eisenberg
To Rome with Love,Greta Gerwig
To Rome with Love,Ellen Page
To Rome with Love,Woody Allen
The Master,Amy Adams
The Master,Philip Seymour Hoffman
The Master,Joaquin Phoenix
The Master,Jesse Plemons
The Raven,John Cusack
The Raven,Alice Eve
The Raven,Brendan Gleeson
The Man with the Iron Fists,Russell Crowe
The Man with the Iron Fists,Lucy Liu
The Man with the Iron Fists,Jamie Chung
Killing Them Softly,Brad Pitt
Killing Them Softly,James Gandolfini
Seven Psychopaths,Colin Farrell
Seven Psychopaths,Sam Rockwell
Seven Psychopaths,Christopher Walken
Seven Psychopaths,Woody Harrelson
Seven Psychopaths,Abbie Cornish
Seven Psychopaths,Olga Kurylenko
To the Arctic (IMAX),Meryl Streep
Lockout,Guy Pearce
Hit and Run,Kristen Bell
Hit and Run,Bradley Cooper
Hit and Run,Tom Arnold
Dredd,Karl Urban
Dredd,Olivia Thirlby
Dredd,Lena Headey
Playing for Keeps,Gerard Butler
Playing for Keeps,Jessica Biel
Playing for Keeps,Uma Thurman
Playing for Keeps,Catherine Zeta-Jones
Playing for Keeps,Dennis Quaid
Anna Karenina,Keira Knightley
Anna Karenina,Aaron Johnson
Anna Karenina,Jude Law
Beasts of the Southern Wild,Quvenzhane Wallis
People Like Us,Chris Pine
People Like Us,Elizabeth Banks
People Like Us,Michelle Pfeiffer
